0.53,0.53,0.99,0.99,1.0,1.0,0.16,0.16,0.36,0.36,0.33,0.39,0.0,0.02,1.0,0.22,0.99,0.62,0.25,0.99,0.99,0.25,0.25,0.55,0.45,0.56,0.45,0.01,0.64,0.606,0.538,0.402
0.5,0.5,0.92,0.92,1.0,1.0,0.16,0.16,0.36,0.36,0.32,0.4,0.0,0.0,1.0,0.23,0.99,0.63,0.25,0.99,0.99,0.25,0.25,0.55,0.45,0.54,0.47,0.02,0.6,0.629,0.543,0.413
0.5,0.5,0.93,0.93,1.0,1.0,0.16,0.16,0.38,0.38,0.32,0.4,0.0,0.0,1.0,0.22,0.99,0.63,0.25,0.99,0.99,0.25,0.25,0.55,0.45,0.54,0.46,0.01,0.59,0.631,0.507,0.435
0.52,0.52,0.97,0.97,1.0,1.0,0.16,0.16,0.36,0.36,0.32,0.4,0.0,0.0,1.0,0.22,0.99,0.63,0.25,0.99,0.99,0.25,0.25,0.55,0.45,0.55,0.45,0.01,0.6,0.626,0.505,0.435
0.52,0.52,0.97,0.97,1.0,1.0,0.16,0.16,0.36,0.36,0.32,0.4,0.0,0.0,1.0,0.22,0.99,0.63,0.25,0.99,0.99,0.25,0.25,0.55,0.45,0.55,0.45,0.01,0.61,0.625,0.508,0.442
0.52,0.52,0.98,0.98,1.0,1.0,0.73,0.72,0.2,0.2,0.33,0.39,0.02,0.06,1.0,0.23,0.98,0.64,0.27,0.98,0.98,0.27,0.27,0.56,0.45,0.59,0.43,0.01,0.6,0.625,0.508,0.449
0.51,0.51,0.96,0.96,1.0,1.0,0.16,0.16,0.35,0.35,0.34,0.39,0.02,0.02,1.0,0.23,0.98,0.64,0.26,0.98,0.98,0.26,0.26,0.56,0.45,0.56,0.45,0.01,0.6,0.627,0.51,0.462
0.51,0.51,0.95,0.95,1.0,1.0,0.16,0.16,0.37,0.37,0.35,0.37,0.02,0.02,1.0,0.23,0.98,0.63,0.25,0.98,0.98,0.25,0.25,0.56,0.45,0.56,0.45,0.01,0.61,0.595,0.525,0.465
0.56,0.56,1.0,1.0,0.97,0.97,0.96,0.96,0.33,0.33,0.36,0.37,0.02,0.04,1.0,0.24,0.96,0.65,0.27,0.96,0.96,0.27,0.27,0.56,0.45,0.58,0.44,0.01,0.56,0.59,0.543,0.466
0.57,0.57,1.0,1.0,0.97,0.97,0.96,0.96,0.35,0.35,0.36,0.37,0.03,0.07,1.0,0.26,0.94,0.66,0.28,0.94,0.94,0.28,0.28,0.57,0.44,0.6,0.43,0.02,0.55,0.576,0.53,0.47
0.48,0.48,0.9,0.9,1.0,1.0,0.16,0.16,0.38,0.38,0.35,0.37,0.0,0.0,1.0,0.24,0.98,0.64,0.26,0.98,0.98,0.26,0.26,0.55,0.46,0.55,0.46,0.02,0.54,0.572,0.525,0.474
0.5,0.5,0.93,0.93,1.0,1.0,0.16,0.16,0.38,0.38,0.35,0.37,0.0,0.0,1.0,0.23,0.98,0.63,0.26,0.98,0.98,0.26,0.26,0.55,0.46,0.55,0.45,0.01,0.54,0.581,0.527,0.466
0.56,0.56,1.0,1.0,0.98,0.98,0.76,0.75,0.2,0.2,0.34,0.39,0.02,0.07,1.0,0.26,0.95,0.65,0.3,0.95,0.95,0.3,0.3,0.56,0.44,0.6,0.43,0.02,0.54,0.598,0.52,0.468
0.56,0.56,1.0,1.0,0.98,0.98,0.16,0.16,0.37,0.37,0.34,0.38,0.0,0.0,1.0,0.25,0.96,0.65,0.28,0.96,0.96,0.28,0.28,0.55,0.45,0.55,0.45,0.02,0.54,0.604,0.518,0.47
0.61,0.61,1.0,1.0,0.94,0.94,0.16,0.16,0.36,0.36,0.34,0.38,0.0,0.0,1.0,0.38,0.88,0.74,0.45,0.87,0.88,0.45,0.45,0.54,0.48,0.54,0.46,0.11,0.52,0.607,0.51,0.472
0.65,0.65,1.0,1.0,0.9,0.9,0.16,0.16,0.36,0.36,0.34,0.38,0.0,0.0,1.0,0.38,0.87,0.75,0.49,0.86,0.88,0.49,0.49,0.53,0.48,0.54,0.47,0.24,0.77,0.61,0.515,0.468
0.62,0.62,1.0,1.0,0.93,0.93,0.16,0.16,0.36,0.36,0.34,0.38,0.0,0.0,1.0,0.38,0.86,0.75,0.49,0.86,0.87,0.49,0.49,0.53,0.49,0.54,0.48,0.17,0.78,0.621,0.518,0.475
0.6,0.6,1.0,1.0,0.94,0.94,0.16,0.16,0.36,0.36,0.34,0.38,0.0,0.0,1.0,0.37,0.85,0.74,0.48,0.85,0.86,0.48,0.48,0.52,0.5,0.53,0.49,0.13,0.64,0.624,0.52,0.476
0.61,0.61,1.0,1.0,0.94,0.94,0.16,0.16,0.35,0.35,0.34,0.38,0.0,0.0,1.0,0.38,0.82,0.74,0.49,0.82,0.83,0.49,0.49,0.52,0.52,0.52,0.51,0.14,0.71,0.624,0.522,0.476
0.79,0.79,1.0,1.0,0.79,0.79,0.16,0.16,0.35,0.35,0.34,0.38,0.0,0.0,1.0,0.38,0.86,0.74,0.55,0.85,0.87,0.55,0.55,0.5,0.55,0.52,0.51,0.32,0.95,0.623,0.522,0.476
0.92,0.92,1.0,1.0,0.68,0.68,0.16,0.16,0.34,0.34,0.34,0.38,0.0,0.0,1.0,0.46,0.91,0.81,0.56,0.91,0.91,0.56,0.56,0.43,0.69,0.45,0.65,0.45,0.5,0.627,0.522,0.475
